timestamp,wind_kw,load_kw,Temperature,DHI,DNI,GHI,Pressure,Wind Speed,pv_kw
4/4/2014 23,40053.4,10281.0,5.4,0,0,0,896,4.0,0.0
4/5/2014 00,40053.4,9588.0,5.0,0,0,0,896,4.2,0.0
4/5/2014 01,40053.4,9249.0,4.6,0,0,0,896,4.2,0.0
4/5/2014 02,40053.4,9000.0,4.3,0,0,0,895,4.2,0.0
4/5/2014 03,40053.4,8884.0,4.1,0,0,0,895,4.1,0.0
4/5/2014 04,40053.4,8918.0,4.0,0,0,0,896,4.0,0.0
4/5/2014 05,39631.9,9153.0,4.7,0,0,0,896,4.0,0.0
4/5/2014 06,38292.9,9486.0,6.8,57,474,146,897,4.1,10195.7
4/5/2014 07,22815.9,9542.0,10.0,90,714,369,898,3.9,34476.4
4/5/2014 08,4963.75,9899.0,13.2,109,832,583,899,3.2,55874.2
4/5/2014 09,4552.01,9942.0,15.2,120,898,764,899,2.7,71570.2
4/5/2014 10,6177.59,10122.0,16.3,124,935,889,899,2.4,74463.7
4/5/2014 11,3107.95,9995.0,17.2,130,946,951,899,2.3,74463.7
4/5/2014 12,3941.21,10047.0,17.8,508,129,619,899,2.5,52697.9
4/5/2014 13,6848.66,9960.0,18.0,85,0,85,899,2.9,6200.59
4/5/2014 14,11837.9,9864.0,17.7,423,241,590,899,3.4,51816.7
4/5/2014 15,29642.5,9828.0,17.0,101,831,551,899,3.7,52157.3
4/5/2014 16,29549.4,9775.0,15.3,79,710,332,900,3.4,29586.1
4/5/2014 17,37553.8,9918.0,12.3,46,449,114,900,2.6,6744.93
4/5/2014 18,39161.6,10287.0,9.6,0,0,0,901,2.0,0.0
4/5/2014 19,37435.8,11108.0,8.2,0,0,0,902,1.8,0.0
4/5/2014 20,32142.0,11497.0,7.2,0,0,0,902,1.5,0.0
4/5/2014 21,8238.65,11086.0,6.4,0,0,0,903,1.3,0.0
4/5/2014 22,0.0,10525.0,6.2,0,0,0,903,1.3,0.0
4/5/2014 23,0.0,9665.0,6.3,0,0,0,903,1.3,0.0
4/6/2014 00,0.0,9262.0,6.5,0,0,0,904,1.3,0.0
4/6/2014 01,0.0,8869.0,6.5,0,0,0,904,1.3,0.0
4/6/2014 02,87.779,8630.0,6.4,0,0,0,904,1.4,0.0
4/6/2014 03,4548.93,8624.0,6.3,0,0,0,904,1.4,0.0
4/6/2014 04,5450.48,8573.0,6.3,0,0,0,904,1.4,0.0
4/6/2014 05,1056.14,8536.0,7.4,0,0,0,905,1.2,0.0
4/6/2014 06,0.0,8677.0,11.1,51,545,156,905,1.4,10386.4
4/6/2014 07,0.0,8689.0,15.0,77,770,381,905,2.0,34445.4
4/6/2014 08,13391.6,8885.0,17.4,92,879,597,905,2.1,55461.2
4/6/2014 09,17102.9,9129.0,19.5,102,936,777,905,1.8,70040.4
4/6/2014 10,6031.74,9340.0,21.3,105,974,905,905,1.5,74463.7
4/6/2014 11,4354.95,9494.0,22.8,108,986,967,904,1.3,74463.7
4/6/2014 12,432.328,9609.0,23.8,109,978,957,904,1.1,74463.7
4/6/2014 13,0.0,9628.0,24.2,112,952,880,903,0.9,74463.7
4/6/2014 14,0.0,9723.0,24.1,106,913,743,902,0.9,64470.1
4/6/2014 15,0.0,9765.0,23.2,96,842,555,902,1.0,49386.5
4/6/2014 16,0.0,9925.0,20.9,78,715,335,902,1.0,28500.3
4/6/2014 17,0.0,10118.0,17.1,46,452,116,903,0.8,6604.53
4/6/2014 18,0.0,10330.0,14.2,0,0,0,904,0.9,0.0
4/6/2014 19,0.0,10925.0,12.9,0,0,0,904,1.1,0.0
4/6/2014 20,0.0,11338.0,12.1,0,0,0,905,1.2,0.0
4/6/2014 21,0.0,10881.0,11.6,0,0,0,905,1.3,0.0
4/6/2014 22,0.0,9970.0,11.2,0,0,0,905,1.4,0.0
4/6/2014 23,0.0,9328.0,10.8,0,0,0,905,1.4,0.0
4/7/2014 00,0.0,8934.0,10.6,0,0,0,905,1.5,0.0
4/7/2014 01,0.0,8791.0,10.5,0,0,0,905,1.5,0.0
4/7/2014 02,0.0,8650.0,10.2,0,0,0,905,1.5,0.0
4/7/2014 03,0.0,8627.0,9.4,0,0,0,906,1.5,0.0
4/7/2014 04,0.0,8665.0,8.7,0,0,0,906,1.5,0.0
4/7/2014 05,0.0,9314.0,10.0,0,0,0,907,1.4,0.0
4/7/2014 06,0.0,10159.0,14.4,63,458,153,907,2.2,10414.6
4/7/2014 07,8560.47,10647.0,18.4,96,704,377,908,3.7,33786.2
4/7/2014 08,14443.5,11122.0,20.7,116,825,593,908,4.2,55062.5
4/7/2014 09,5471.84,11500.0,22.5,129,892,774,908,4.0,70983.8
4/7/2014 10,639.621,11993.0,23.9,115,964,911,908,3.7,74463.7
4/7/2014 11,290.832,12415.0,25.0,122,973,972,907,3.3,74463.7
4/7/2014 12,1005.41,12613.0,25.6,124,966,964,907,2.9,74463.7
4/7/2014 13,0.0,12847.0,25.9,112,962,891,907,2.5,74463.7
4/7/2014 14,0.0,13087.0,25.7,108,921,752,906,2.1,66345.4
4/7/2014 15,0.0,13235.0,25.0,97,851,563,906,1.7,50095.9
4/7/2014 16,0.0,13261.0,22.8,77,729,341,906,1.1,28639.5
4/7/2014 17,0.0,13152.0,19.9,45,470,120,906,0.8,6574.01
4/7/2014 18,0.0,13023.0,18.5,0,0,0,906,0.9,0.0
4/7/2014 19,0.0,13377.0,18.4,0,0,0,906,0.8,0.0
4/7/2014 20,0.0,13679.0,18.4,0,0,0,906,0.7,0.0
4/7/2014 21,716.474,12995.0,17.7,0,0,0,906,0.6,0.0
4/7/2014 22,0.0,11792.0,16.7,0,0,0,906,0.7,0.0
4/7/2014 23,0.0,10728.0,15.6,0,0,0,906,0.7,0.0
4/8/2014 00,0.0,9987.0,14.9,0,0,0,906,0.9,0.0
4/8/2014 01,0.0,9478.0,14.4,0,0,0,906,1.0,0.0
4/8/2014 02,0.0,9348.0,13.7,0,0,0,906,1.1,0.0
4/8/2014 03,0.0,9190.0,13.0,0,0,0,906,1.2,0.0
4/8/2014 04,0.0,9368.0,12.4,0,0,0,906,1.3,0.0
4/8/2014 05,0.0,9807.0,13.0,0,0,0,907,1.2,0.0
4/8/2014 06,0.0,10504.0,16.4,57,536,165,907,1.4,10837.7
4/8/2014 07,0.0,10861.0,20.6,238,197,317,907,2.0,26551.8
4/8/2014 08,0.0,11328.0,23.3,327,337,523,907,2.5,45081.8
4/8/2014 09,0.0,11842.0,25.2,333,601,770,907,2.6,66756.9
4/8/2014 10,0.0,12379.0,26.5,117,968,919,907,2.5,74463.7
4/8/2014 11,0.0,12864.0,27.5,316,744,969,906,2.4,74463.7
4/8/2014 12,770.095,13261.0,28.1,323,727,957,906,2.4,74463.7
4/8/2014 13,1089.1,13764.0,28.3,456,417,794,905,2.5,66633.4
4/8/2014 14,1035.46,14119.0,27.9,335,579,742,904,2.6,63424.3
4/8/2014 15,2128.98,14397.0,27.0,223,569,536,904,2.6,46565.9
4/8/2014 16,3344.19,14502.0,24.3,228,83,259,904,1.8,20712.1
4/8/2014 17,6525.71,14464.0,20.2,81,4,82,904,1.2,5876.25
4/8/2014 18,1653.58,14132.0,17.5,0,0,0,904,1.3,0.0
4/8/2014 19,18354.0,14265.0,16.4,0,0,0,904,1.3,0.0
4/8/2014 20,12848.1,14276.0,15.6,0,0,0,904,1.3,0.0
4/8/2014 21,19032.1,13366.0,15.1,0,0,0,904,1.4,0.0
4/8/2014 22,35752.1,12124.0,14.8,0,0,0,904,1.4,0.0
4/8/2014 23,36585.1,10942.0,14.6,0,0,0,904,1.4,0.0
4/9/2014 00,34893.3,10197.0,14.4,0,0,0,904,1.3,0.0
4/9/2014 01,29124.3,9697.0,14.3,0,0,0,903,1.3,0.0
4/9/2014 02,21449.1,9521.0,14.1,0,0,0,903,1.2,0.0
4/9/2014 03,11086.4,9411.0,14.0,0,0,0,903,1.2,0.0
4/9/2014 04,5008.0,9518.0,14.0,0,0,0,903,1.1,0.0
4/9/2014 05,1297.02,9849.0,14.5,0,0,0,903,1.1,0.0
4/9/2014 06,221.052,10655.0,16.2,118,12,121,903,1.0,9216.04
4/9/2014 07,0.0,11009.0,18.9,268,106,311,904,1.3,25726.4
4/9/2014 08,0.0,11405.0,22.1,367,280,532,904,2.3,45127.9
4/9/2014 09,652.985,11891.0,24.6,455,343,706,904,3.1,60273.4
4/9/2014 10,1353.97,12439.0,25.7,142,955,936,903,3.6,74463.7
4/9/2014 11,0.0,12875.0,25.9,150,963,998,903,3.8,74463.7
4/9/2014 12,2096.35,13243.0,26.2,442,448,834,902,4.1,71959.1
4/9/2014 13,14419.0,13745.0,26.8,130,964,916,902,4.4,74463.7
4/9/2014 14,25090.7,14084.0,26.9,435,309,653,901,4.5,55306.1
4/9/2014 15,36583.3,14355.0,25.7,278,498,553,901,4.1,47925.3
4/9/2014 16,36981.6,14391.0,22.9,217,207,293,901,2.8,23978.9
4/9/2014 17,39187.9,14176.0,18.2,91,13,93,901,1.6,6771.66
4/9/2014 18,40053.4,13709.0,14.7,0,0,0,902,1.4,0.0
4/9/2014 19,14065.5,13793.0,13.3,0,0,0,902,1.4,0.0
4/9/2014 20,4632.67,13934.0,12.5,0,0,0,902,1.5,0.0
4/9/2014 21,3559.17,13186.0,11.8,0,0,0,902,1.5,0.0
4/9/2014 22,0.0,12014.0,11.2,0,0,0,902,1.5,0.0
4/9/2014 23,0.0,10838.0,10.6,0,0,0,902,1.5,0.0
4/10/2014 00,0.0,10008.0,10.2,0,0,0,902,1.6,0.0
4/10/2014 01,0.0,9533.0,9.8,0,0,0,901,1.6,0.0
4/10/2014 02,0.0,9403.0,9.7,0,0,0,901,1.6,0.0
4/10/2014 03,0.0,9314.0,9.9,0,0,0,901,1.6,0.0
4/10/2014 04,0.0,9434.0,10.5,0,0,0,901,1.6,0.0
4/10/2014 05,859.173,9782.0,12.3,0,0,0,901,1.4,0.0
4/10/2014 06,837.452,10566.0,16.5,49,646,185,902,1.3,11841.4
4/10/2014 07,1069.59,10849.0,21.3,71,844,419,902,1.3,36037.5
4/10/2014 08,0.0,11276.0,24.7,86,936,639,902,1.1,55495.4
4/10/2014 09,0.0,11779.0,26.8,96,985,821,902,1.4,70047.8
4/10/2014 10,0.0,12251.0,28.0,107,1005,947,902,1.7,74463.7
4/10/2014 11,559.656,12621.0,28.8,113,1014,1009,901,2.0,74463.7
4/10/2014 12,1207.57,12908.0,29.3,113,1012,1002,901,2.3,74463.7
4/10/2014 13,796.478,13316.0,29.2,114,981,916,900,2.5,74463.7
4/10/2014 14,0.0,13560.0,28.4,246,664,716,899,2.7,61776.5
4/10/2014 15,0.0,13570.0,26.9,292,317,468,899,2.7,39546.8
4/10/2014 16,3787.86,13322.0,23.7,200,34,212,899,2.0,16637.1
4/10/2014 17,12649.5,12930.0,19.7,72,19,75,900,1.4,5332.8
4/10/2014 18,28164.4,12672.0,17.4,0,0,0,900,1.3,0.0
4/10/2014 19,36195.1,13164.0,16.3,0,0,0,900,1.2,0.0
4/10/2014 20,39319.4,13302.0,15.4,0,0,0,900,1.2,0.0
4/10/2014 21,39896.3,12719.0,14.8,0,0,0,900,1.2,0.0
4/10/2014 22,39762.9,11677.0,14.3,0,0,0,900,1.3,0.0
4/10/2014 23,39206.9,10535.0,13.9,0,0,0,899,1.3,0.0
4/11/2014 00,38276.0,9842.0,13.6,0,0,0,899,1.3,0.0
4/11/2014 01,23942.3,9368.0,13.4,0,0,0,898,1.3,0.0
4/11/2014 02,3926.86,9277.0,13.2,0,0,0,898,1.3,0.0
4/11/2014 03,0.0,9162.0,13.1,0,0,0,898,1.4,0.0
4/11/2014 04,0.0,9298.0,12.9,0,0,0,898,1.4,0.0
4/11/2014 05,0.0,9616.0,13.8,0,0,0,899,1.5,0.0
4/11/2014 06,0.0,10396.0,16.6,119,11,122,899,2.1,9299.39
4/11/2014 07,1329.48,10899.0,20.1,101,705,395,899,3.2,34514.9
4/11/2014 08,854.951,11386.0,23.3,107,852,614,899,3.7,55411.6
4/11/2014 09,0.0,11872.0,25.6,446,275,650,899,3.8,54789.2
4/11/2014 10,7446.3,12336.0,27.1,107,973,923,899,3.9,74463.7
4/11/2014 11,20877.7,12605.0,27.9,110,983,981,898,4.2,74463.7
4/11/2014 12,12611.5,12790.0,28.2,111,974,969,898,4.5,74463.7
4/11/2014 13,744.781,13016.0,27.9,110,949,889,897,4.8,74463.7
4/11/2014 14,21469.7,13180.0,27.2,107,905,750,897,4.8,66807.6
4/11/2014 15,29656.9,13245.0,26.0,99,830,561,896,4.5,50284.2
4/11/2014 16,15984.1,13193.0,24.0,81,700,342,896,3.8,28469.9
4/11/2014 17,6186.57,12921.0,20.6,48,460,125,896,2.6,6805.88
4/11/2014 18,29934.3,12500.0,17.6,0,0,0,897,2.2,0.0
4/11/2014 19,38918.8,12641.0,16.0,0,0,0,897,2.6,0.0
4/11/2014 20,40053.4,12788.0,14.5,0,0,0,897,2.8,0.0
4/11/2014 21,40053.4,12317.0,13.0,0,0,0,897,2.6,0.0
4/11/2014 22,40053.4,11396.0,11.9,0,0,0,897,2.3,0.0
4/11/2014 23,39838.9,10448.0,11.0,0,0,0,896,2.3,0.0
4/12/2014 00,39467.9,9726.0,10.5,0,0,0,896,2.5,0.0
4/12/2014 01,40053.4,9256.0,10.2,0,0,0,895,2.9,0.0
4/12/2014 02,40053.4,8937.0,9.9,0,0,0,895,3.3,0.0
4/12/2014 03,40053.4,8953.0,9.5,0,0,0,895,3.5,0.0
4/12/2014 04,40053.4,8985.0,9.2,0,0,0,895,3.5,0.0
4/12/2014 05,40053.4,9029.0,10.2,0,0,0,895,3.9,0.0
4/12/2014 06,39275.6,9320.0,13.2,57,544,176,895,4.3,11729.3
4/12/2014 07,35229.1,9533.0,16.9,84,748,398,895,4.4,35427.4
4/12/2014 08,31783.8,9941.0,20.1,102,846,609,895,4.2,55703.8
4/12/2014 09,25209.7,10283.0,22.3,117,896,783,895,4.0,70440.9
4/12/2014 10,22747.9,10476.0,23.6,125,925,904,895,4.1,74463.7
4/12/2014 11,17718.4,10497.0,24.2,132,934,963,895,4.5,74463.7
4/12/2014 12,27322.4,10474.0,24.1,133,927,952,895,5.1,74463.7
4/12/2014 13,36597.1,10385.0,23.2,426,176,571,895,5.6,48914.1
4/12/2014 14,40053.4,10257.0,21.9,218,3,220,895,5.9,17092.5
4/12/2014 15,40053.4,10224.0,20.5,103,814,558,895,5.8,51260.9
4/12/2014 16,40053.4,10244.0,19.0,82,699,344,895,5.6,29290.2
4/12/2014 17,40053.4,10298.0,17.0,50,456,128,895,4.8,7090.23
4/12/2014 18,40053.4,10439.0,15.1,0,0,0,895,4.1,0.0
4/12/2014 19,40053.4,11211.0,14.0,0,0,0,896,3.8,0.0
4/12/2014 20,40053.4,11629.0,13.2,0,0,0,896,3.8,0.0
4/12/2014 21,40053.4,11222.0,12.5,0,0,0,896,4.1,0.0
4/12/2014 22,40053.4,10567.0,11.6,0,0,0,896,4.4,0.0
4/12/2014 23,40053.4,9864.0,10.5,0,0,0,896,4.4,0.0
4/13/2014 00,40053.4,9277.0,9.6,0,0,0,896,4.3,0.0
4/13/2014 01,40053.4,8883.0,9.0,0,0,0,895,4.2,0.0
4/13/2014 02,40053.4,8601.0,8.6,0,0,0,896,4.2,0.0
4/13/2014 03,40053.4,8429.0,8.1,0,0,0,896,4.1,0.0
4/13/2014 04,40053.4,8410.0,7.8,0,0,0,896,3.6,0.0
4/13/2014 05,39720.4,8487.0,9.2,11,94,13,896,3.5,419.653
4/13/2014 06,38385.0,8584.0,12.8,54,626,194,897,3.6,12717.9
4/13/2014 07,16830.9,8590.0,17.0,76,822,425,898,2.9,37348.8
4/13/2014 08,0.0,8982.0,20.8,91,908,638,898,1.7,56401.1
4/13/2014 09,0.0,9350.0,23.7,102,957,816,898,0.9,69107.3
4/13/2014 10,11570.1,9562.0,25.5,109,978,936,898,1.2,74463.7
4/13/2014 11,12430.0,9655.0,26.6,114,988,996,898,2.1,74463.7
4/13/2014 12,3519.53,9565.0,26.7,113,982,983,898,2.8,74463.7
4/13/2014 13,5841.92,9729.0,26.1,111,959,903,898,3.3,74463.7
4/13/2014 14,4361.34,9788.0,24.8,104,920,762,898,3.6,67497.6
4/13/2014 15,438.855,9939.0,23.0,93,857,575,899,3.6,51446.9
4/13/2014 16,503.003,9940.0,20.9,76,738,354,899,3.2,29568.0
4/13/2014 17,3309.93,10139.0,17.9,48,493,133,899,2.1,7157.45
4/13/2014 18,17006.5,10468.0,15.0,0,0,0,900,1.1,0.0
4/13/2014 19,9381.09,11244.0,13.5,0,0,0,901,1.0,0.0
4/13/2014 20,11128.0,11771.0,12.6,0,0,0,901,1.2,0.0
4/13/2014 21,7116.91,11409.0,11.8,0,0,0,902,1.4,0.0
4/13/2014 22,2676.62,10599.0,10.8,0,0,0,902,1.5,0.0
4/13/2014 23,9350.99,9744.0,9.9,0,0,0,903,1.5,0.0
4/14/2014 00,5713.67,9113.0,9.1,0,0,0,903,1.6,0.0
4/14/2014 01,6592.47,8715.0,8.6,0,0,0,903,1.7,0.0
4/14/2014 02,404.617,8710.0,8.2,0,0,0,903,1.7,0.0
4/14/2014 03,0.0,8649.0,7.9,0,0,0,903,1.8,0.0
4/14/2014 04,0.0,8873.0,8.0,0,0,0,904,2.0,0.0
4/14/2014 05,0.0,9379.0,10.4,12,119,15,904,2.6,479.12
4/14/2014 06,0.0,10160.0,14.1,54,642,201,905,4.2,13034.6
4/14/2014 07,3700.58,10715.0,16.6,76,831,432,905,5.4,38320.1
4/14/2014 08,1278.68,11178.0,18.2,92,921,650,906,5.5,59785.7
4/14/2014 09,63.6006,11563.0,19.8,102,963,824,906,5.1,74463.7
4/14/2014 10,3832.63,11949.0,21.3,110,989,949,906,4.6,74463.7
4/14/2014 11,0.0,12235.0,22.6,114,999,1009,905,4.1,74463.7
4/14/2014 12,0.0,12472.0,23.5,114,997,1000,905,3.7,74463.7
4/14/2014 13,0.0,12694.0,24.0,109,983,923,904,3.2,74463.7
4/14/2014 14,1406.46,12909.0,24.0,101,951,783,904,2.6,68555.0
4/14/2014 15,404.391,13060.0,23.3,90,891,593,903,2.1,52035.9
4/14/2014 16,0.0,13105.0,21.5,73,781,370,903,1.5,30232.3
4/14/2014 17,0.0,13104.0,18.1,47,540,142,903,1.1,7413.48
4/14/2014 18,1658.61,12919.0,15.9,0,0,0,903,1.0,0.0
4/14/2014 19,1721.41,13134.0,15.7,0,0,0,904,0.8,0.0
4/14/2014 20,2328.1,13345.0,15.8,0,0,0,904,0.7,0.0
4/14/2014 21,0.0,12635.0,15.9,0,0,0,904,0.7,0.0
4/14/2014 22,0.0,11590.0,15.7,0,0,0,903,0.7,0.0
4/14/2014 23,4776.31,10497.0,15.2,0,0,0,903,0.7,0.0
4/15/2014 00,6899.27,9806.0,14.7,0,0,0,902,0.8,0.0
4/15/2014 01,1790.45,9406.0,14.4,0,0,0,902,0.9,0.0
4/15/2014 02,0.0,9261.0,13.9,0,0,0,901,1.0,0.0
4/15/2014 03,2045.26,9128.0,13.2,0,0,0,901,1.1,0.0
4/15/2014 04,1076.42,9277.0,12.6,0,0,0,901,1.1,0.0
4/15/2014 05,0.0,9655.0,13.4,8,0,8,901,1.0,219.156
4/15/2014 06,0.0,10343.0,16.6,78,1,78,900,1.4,5859.49
4/15/2014 07,0.0,10841.0,20.3,271,91,311,900,2.2,25324.8
4/15/2014 08,0.0,11249.0,22.8,133,801,621,900,2.3,54694.4
4/15/2014 09,0.0,11677.0,24.6,134,885,801,900,2.4,69659.1
4/15/2014 10,1527.93,12131.0,26.0,120,952,931,900,2.8,74463.7
4/15/2014 11,1538.78,12459.0,26.9,119,968,988,899,3.5,74463.7
4/15/2014 12,3464.24,12595.0,27.1,121,958,975,898,4.3,74463.7
4/15/2014 13,12863.2,12933.0,26.5,119,938,898,898,5.1,74463.7
4/15/2014 14,28131.4,13111.0,25.4,106,912,762,897,5.6,67968.3
4/15/2014 15,37685.0,13224.0,23.8,90,863,579,897,5.7,51889.8
4/15/2014 16,39880.0,13185.0,21.9,72,763,364,897,5.4,30125.2
4/15/2014 17,40053.4,13070.0,19.0,46,542,143,897,4.1,7371.88
4/15/2014 18,40053.4,12827.0,16.3,0,0,0,897,2.9,0.0
4/15/2014 19,40053.4,13091.0,14.6,0,0,0,897,2.4,0.0
4/15/2014 20,40053.4,13384.0,13.3,0,0,0,897,2.2,0.0
4/15/2014 21,40053.4,12649.0,12.3,0,0,0,897,2.1,0.0
4/15/2014 22,40053.4,11570.0,11.5,0,0,0,897,2.2,0.0
4/15/2014 23,40053.4,10601.0,10.9,0,0,0,896,2.2,0.0
4/16/2014 00,39999.0,9840.0,10.4,0,0,0,896,2.2,0.0
4/16/2014 01,39468.4,9381.0,10.1,0,0,0,895,2.1,0.0
4/16/2014 02,38670.3,9275.0,9.8,0,0,0,895,2.1,0.0
4/16/2014 03,38771.8,9168.0,9.7,0,0,0,895,2.1,0.0
4/16/2014 04,39243.2,9315.0,9.9,0,0,0,895,2.0,0.0
4/16/2014 05,36524.9,9707.0,12.3,13,161,19,895,2.2,535.338
4/16/2014 06,13336.3,10485.0,17.0,51,643,204,896,2.6,12961.7
4/16/2014 07,2585.47,11037.0,21.5,71,823,431,896,2.4,36599.6
4/16/2014 08,0.0,11419.0,24.9,85,910,643,896,1.7,55366.0
4/16/2014 09,0.0,11802.0,27.0,94,957,819,896,1.0,67967.9
4/16/2014 10,0.0,12119.0,28.3,100,984,941,896,1.2,74463.7
4/16/2014 11,0.0,12338.0,28.9,105,992,999,896,2.0,74463.7
4/16/2014 12,1645.29,12469.0,29.0,104,986,986,895,2.9,74463.7
4/16/2014 13,2331.44,12652.0,28.5,100,972,910,895,3.6,74463.7
4/16/2014 14,340.521,12899.0,27.4,95,938,772,895,4.0,67371.5
4/16/2014 15,5930.94,12991.0,25.8,84,881,586,895,4.2,51335.4
4/16/2014 16,11604.2,12887.0,23.7,68,779,368,895,3.8,29908.5
4/16/2014 17,17310.8,12728.0,20.1,44,559,146,895,2.5,7299.04
4/16/2014 18,35871.0,12548.0,16.8,0,0,0,896,1.5,0.0
4/16/2014 19,34156.6,12959.0,15.2,0,0,0,896,1.2,0.0
4/16/2014 20,33579.5,13352.0,14.4,0,0,0,896,1.1,0.0
4/16/2014 21,34220.9,12702.0,13.9,0,0,0,897,1.1,0.0
4/16/2014 22,34409.0,11678.0,13.5,0,0,0,897,1.2,0.0
4/16/2014 23,26637.6,10631.0,13.1,0,0,0,897,1.2,0.0
4/17/2014 00,6986.29,9862.0,13.0,0,0,0,897,1.2,0.0
4/17/2014 01,1414.21,9374.0,13.0,0,0,0,897,1.3,0.0
4/17/2014 02,0.0,9290.0,13.1,0,0,0,897,1.3,0.0
4/17/2014 03,0.0,9172.0,13.4,0,0,0,897,1.4,0.0
4/17/2014 04,0.0,9303.0,13.6,0,0,0,897,1.4,0.0
4/17/2014 05,0.0,9686.0,15.0,13,0,13,897,1.2,524.392
4/17/2014 06,0.0,10426.0,18.5,56,630,208,898,1.7,13157.5
4/17/2014 07,0.0,10986.0,21.8,79,806,434,898,2.7,36829.5
4/17/2014 08,0.0,11499.0,23.8,380,185,494,899,3.2,41062.2
4/17/2014 09,0.0,11857.0,25.3,286,552,705,899,3.2,60893.2
4/17/2014 10,0.0,12200.0,26.6,317,704,921,898,3.3,74463.7
4/17/2014 11,1666.16,12322.0,27.3,272,721,924,898,3.3,74463.7
4/17/2014 12,5232.38,12486.0,27.3,439,404,802,897,3.4,67459.2
4/17/2014 13,20749.1,12632.0,27.0,340,652,884,896,3.5,74463.7
4/17/2014 14,11902.3,12403.0,26.9,380,236,551,896,3.7,45736.0
4/17/2014 15,16627.6,12797.0,26.2,299,168,396,896,3.8,32501.6
4/17/2014 16,8654.2,12591.0,24.4,215,27,226,896,3.3,17547.7
4/17/2014 17,12868.4,12338.0,21.1,65,244,109,896,2.2,6528.4
4/17/2014 18,14441.7,12104.0,18.5,0,0,0,896,1.7,0.0
4/17/2014 19,13415.5,12634.0,17.4,0,0,0,896,1.5,0.0
4/17/2014 20,14049.1,12861.0,16.5,0,0,0,896,1.3,0.0
4/17/2014 21,2393.87,12418.0,15.7,0,0,0,896,1.3,0.0
4/17/2014 22,6098.83,11443.0,15.2,0,0,0,896,1.3,0.0
4/17/2014 23,23269.3,10407.0,14.7,0,0,0,896,1.3,0.0
4/18/2014 00,11662.3,9649.0,14.1,0,0,0,895,1.4,0.0
4/18/2014 01,6998.25,9236.0,13.2,0,0,0,895,1.4,0.0
4/18/2014 02,12240.2,9094.0,12.5,0,0,0,895,1.5,0.0
4/18/2014 03,14353.1,8990.0,12.3,0,0,0,895,1.8,0.0
4/18/2014 04,1181.14,9131.0,12.1,0,0,0,895,2.3,0.0
4/18/2014 05,1755.11,9430.0,12.3,17,1,17,896,2.9,790.51
4/18/2014 06,0.0,10083.0,13.6,141,136,175,896,3.6,13190.9
4/18/2014 07,1507.18,10659.0,15.6,273,75,307,896,3.9,25510.1
4/18/2014 08,2622.2,11178.0,17.7,255,436,526,897,3.7,46570.6
4/18/2014 09,0.0,11548.0,19.5,450,301,680,897,3.6,58044.2
4/18/2014 10,0.0,11778.0,21.1,281,608,804,897,3.6,71129.5
4/18/2014 11,0.0,11896.0,22.3,321,606,871,897,3.6,74463.7
4/18/2014 12,0.0,11807.0,23.2,332,578,851,897,3.5,74137.2
4/18/2014 13,1855.26,11837.0,23.6,295,590,788,897,3.5,68742.4
4/18/2014 14,5778.49,11857.0,23.4,324,384,603,896,3.5,51690.4
4/18/2014 15,6549.92,11811.0,22.5,292,245,433,896,3.6,36283.6
4/18/2014 16,4868.49,11720.0,20.9,201,77,231,897,3.4,18420.1
4/18/2014 17,19045.7,11620.0,18.7,64,4,65,897,2.5,4640.73
4/18/2014 18,18747.3,11476.0,16.4,0,0,0,898,1.5,0.0
4/18/2014 19,16661.0,11943.0,15.1,0,0,0,898,1.2,0.0
4/18/2014 20,33526.4,12249.0,14.2,0,0,0,898,1.2,0.0
4/18/2014 21,32328.5,11901.0,13.3,0,0,0,899,1.2,0.0
4/18/2014 22,33465.4,11187.0,12.5,0,0,0,899,1.3,0.0
4/18/2014 23,33671.5,10262.0,11.7,0,0,0,898,1.3,0.0
4/19/2014 00,34993.8,9520.0,10.8,0,0,0,898,1.3,0.0
4/19/2014 01,30732.8,9052.0,10.1,0,0,0,898,1.3,0.0
4/19/2014 02,19837.2,8944.0,9.5,0,0,0,898,1.3,0.0
4/19/2014 03,14305.2,8805.0,9.0,0,0,0,898,1.2,0.0
4/19/2014 04,8423.75,8781.0,8.9,0,0,0,898,1.1,0.0
4/19/2014 05,5141.41,8786.0,11.0,18,117,23,899,1.7,648.836
4/19/2014 06,0.0,8883.0,14.7,70,536,203,899,2.4,13503.8
4/19/2014 07,0.0,9060.0,18.4,105,707,422,900,2.6,36049.1
4/19/2014 08,0.0,9517.0,21.5,226,637,623,900,2.5,53891.2
4/19/2014 09,0.0,10014.0,23.7,413,398,718,900,2.6,60355.7
4/19/2014 10,1682.57,10310.0,25.1,343,651,905,900,3.0,74463.7
4/19/2014 11,4665.74,10484.0,25.8,340,670,950,900,3.6,74463.7
4/19/2014 12,12025.3,10502.0,25.8,150,896,958,900,4.3,74463.7
4/19/2014 13,2019.4,10614.0,25.2,148,869,879,900,4.8,74463.7
4/19/2014 14,3257.22,10690.0,24.1,134,839,745,900,5.2,66123.4
4/19/2014 15,28259.5,10792.0,22.7,117,778,565,900,5.3,50036.5
4/19/2014 16,37464.0,10948.0,21.2,93,663,353,900,5.0,28811.4
4/19/2014 17,39415.6,11025.0,19.1,59,428,140,900,4.2,7648.4
4/19/2014 18,40053.4,11161.0,17.0,0,0,0,901,3.4,0.0
